CustomerKey,CustomerLabel,CustomerType
13314,24313,Person
13331,24330,Person
12957,23956,Person
2014,13013,Person
14177,25176,Person
3781,14780,Person
13965,24964,Person
1069,12068,Person
5371,16370,Person
6559,17558,Person
2889,13888,Person
8711,19710,Person
10484,21483,Person
12881,23880,Person
5288,16287,Person
14553,25552,Person
7870,18869,Person
17423,28422,Person
455,11454,Person
4042,15041,Person
12659,23658,Person
14559,25558,Person
2990,13989,Person
4336,15335,Person
6341,17340,Person
7973,18972,Person
10609,21608,Person
14154,25153,Person
18261,29260,Person
16814,27813,Person
2881,13880,Person
9014,20013,Person
16266,27265,Person
982,11981,Person
9350,20349,Person
12160,23159,Person
10208,21207,Person
183,11182,Person
3838,14837,Person
15642,26641,Person
493,11492,Person
4609,15608,Person
7724,18723,Person
12996,23995,Person
14831,25830,Person
3904,14903,Person
9648,20647,Person
13623,24622,Person
15621,26620,Person
1496,12495,Person
4704,15703,Person
15833,26832,Person
15143,26142,Person
7235,18234,Person
10596,21595,Person
1276,12275,Person
1957,12956,Person
6665,17664,Person
475,11474,Person
1460,12459,Person
16335,27334,Person
4563,15562,Person
9690,20689,Person
2805,13804,Person
5283,16282,Person
14140,25139,Person
1442,12441,Person
8205,19204,Person
8660,19659,Person
17266,28265,Person
1126,12125,Person
1134,12133,Person
7626,18625,Person
16898,27897,Person
994,11993,Person
5516,16515,Person
15137,26136,Person
15549,26548,Person
2096,13095,Person
4423,15422,Person
11114,22113,Person
15480,26479,Person
17188,28187,Person
11018,22017,Person
5144,16143,Person
6166,17165,Person
13135,24134,Person
2119,13118,Person
7649,18648,Person
1818,12817,Person
13848,24847,Person
7246,18245,Person
9408,20407,Person
10206,21205,Person
6619,17618,Person
10598,21597,Person
11787,22786,Person
12486,23485,Person
128,11127,Person
4375,15374,Person
6623,17622,Person
16203,27202,Person
488,11487,Person
11707,22706,Person
12461,23460,Person
15542,26541,Person
4443,15442,Person
5270,16269,Person
5285,16284,Person
7147,18146,Person
1202,12201,Person
4935,15934,Person
9063,20062,Person
13599,24598,Person
14269,25268,Person
1173,12172,Person
13755,24754,Person
3975,14974,Person
6072,17071,Person
15165,26164,Person
7440,18439,Person
12736,23735,Person
1331,12330,Person
16786,27785,Person
15154,26153,Person
2355,13354,Person
16427,27426,Person
17751,28750,Person
16493,27492,Person
667,11666,Person
10587,21586,Person
16534,27533,Person
6067,17066,Person
13949,24948,Person
16021,27020,Person
2840,13839,Person
5495,16494,Person
7308,18307,Person
11209,22208,Person
17933,28932,Person
950,11949,Person
5121,16120,Person
9008,20007,Person
13756,24755,Person
7032,18031,Person
17912,28911,Person
123,11122,Person
1013,12012,Person
3094,14093,Person
8756,19755,Person
11433,22432,Person
14324,25323,Person
16829,27828,Person
17203,28202,Person
1156,12155,Person
15316,26315,Person
15607,26606,Person
17047,28046,Person
18262,29261,Person
1597,12596,Person
2558,13557,Person
8179,19178,Person
10758,21757,Person
10514,21513,Person
16126,27125,Person
5165,16164,Person
6907,17906,Person
14059,25058,Person
1419,12418,Person
13104,24103,Person
18419,29418,Person
21,11020,Person
16078,27077,Person
6774,17773,Person
9828,20827,Person
16313,27312,Person
8321,19320,Person
9651,20650,Person
15374,26373,Person
15667,26666,Person
18427,29426,Person
2960,13959,Person
5485,16484,Person
13363,24362,Person
17718,28717,Person
1458,12457,Person
5508,16507,Person
10047,21046,Person
5185,16184,Person
2088,13087,Person
3616,14615,Person
14088,25087,Person
16633,27632,Person
3801,14800,Person
3945,14944,Person
5465,16464,Person
17410,28409,Person
7555,18554,Person
10334,21333,Person
4154,15153,Person
3245,14244,Person
5247,16246,Person
7542,18541,Person
12054,23053,Person
13399,24398,Person
244,11243,Person
6786,17785,Person
11446,22445,Person
6617,17616,Person
7438,18437,Person
1519,12518,Person
8940,19939,Person
8976,19975,Person
3640,14639,Person
5382,16381,Person
6509,17508,Person
6554,17553,Person
7961,18960,Person
15368,26367,Person
17140,28139,Person
4892,15891,Person
11333,22332,Person
14727,25726,Person
2028,13027,Person
10271,21270,Person
1826,12825,Person
10827,21826,Person
9709,20708,Person
1806,12805,Person
6983,17982,Person
16143,27142,Person
8589,19588,Person
2290,13289,Person
2326,13325,Person
4245,15244,Person
15087,26086,Person
15632,26631,Person
17022,28021,Person
4109,15108,Person
901,11900,Person
1903,12902,Person
2749,13748,Person
7575,18574,Person
12390,23389,Person
13330,24329,Person
14100,25099,Person
2256,13255,Person
2697,13696,Person
8796,19795,Person
9160,20159,Person
15708,26707,Person
609,11608,Person
1480,12479,Person
3182,14181,Person
1204,12203,Person
6140,17139,Person
15295,26294,Person
5572,16571,Person
8479,19478,Person
4795,15794,Person
16612,27611,Person
3795,14794,Person
12900,23899,Person
9360,20359,Person
10407,21406,Person
8229,19228,Person
14197,25196,Person
17184,28183,Person
3827,14826,Person
8433,19432,Person
11982,22981,Person
1998,12997,Person
4607,15606,Person
6018,17017,Person
5297,16296,Person
8930,19929,Person
10832,21831,Person
16903,27902,Person
51,11050,Person
3267,14266,Person
17585,28584,Person
14775,25774,Person
16185,27184,Person
11212,22211,Person
10015,21014,Person
13705,24704,Person
16003,27002,Person
13454,24453,Person
4338,15337,Person
17051,28050,Person
11634,22633,Person
11639,22638,Person
13957,24956,Person
14370,25369,Person
14220,25219,Person
6401,17400,Person
8824,19823,Person
16019,27018,Person
13151,24150,Person
14948,25947,Person
5068,16067,Person
12165,23164,Person
14527,25526,Person
17460,28459,Person
9388,20387,Person
17223,28222,Person
6718,17717,Person
13050,24049,Person
15159,26158,Person
4351,15350,Person
7360,18359,Person
8218,19217,Person
10310,21309,Person
18089,29088,Person
14019,25018,Person
16656,27655,Person
8652,19651,Person
16484,27483,Person
10550,21549,Person
11459,22458,Person
14770,25769,Person
759,11758,Person
5679,16678,Person
15455,26454,Person
18337,29336,Person
423,11422,Person
9714,20713,Person
10101,21100,Person
3286,14285,Person
9510,20509,Person
12491,23490,Person
3152,14151,Person
8069,19068,Person
3348,14347,Person
4122,15121,Person
1195,12194,Person
10355,21354,Person
18273,29272,Person
2599,13598,Person
5451,16450,Person
9571,20570,Person
16961,27960,Person
8270,19269,Person
1951,12950,Person
3438,14437,Person
11119,22118,Person
17909,28908,Person
4849,15848,Person
4700,15699,Person
3418,14417,Person
4841,15840,Person
7958,18957,Person
12350,23349,Person
15274,26273,Person
585,11584,Person
1315,12314,Person
2263,13262,Person
11802,22801,Person
6495,17494,Person
8722,19721,Person
11031,22030,Person
17924,28923,Person
1971,12970,Person
6128,17127,Person
938,11937,Person
17238,28237,Person
17777,28776,Person
13181,24180,Person
13845,24844,Person
9621,20620,Person
4855,15854,Person
4980,15979,Person
12329,23328,Person
13758,24757,Person
11498,22497,Person
9227,20226,Person
737,11736,Person
3270,14269,Person
3802,14801,Person
6971,17970,Person
14320,25319,Person
1250,12249,Person
2129,13128,Person
18460,29459,Person
8734,19733,Person
13390,24389,Person
15464,26463,Person
5300,16299,Person
5659,16658,Person
9257,20256,Person
18116,29115,Person
5123,16122,Person
9698,20697,Person
1623,12622,Person
6171,17170,Person
9687,20686,Person
9775,20774,Person
8345,19344,Person
11930,22929,Person
15744,26743,Person
17663,28662,Person
1603,12602,Person
9169,20168,Person
4343,15342,Person
5901,16900,Person
9107,20106,Person
13322,24321,Person
9466,20465,Person
11520,22519,Person
7059,18058,Person
8802,19801,Person
15332,26331,Person
4226,15225,Person
10979,21978,Person
11377,22376,Person
12244,23243,Person
14377,25376,Person
18350,29349,Person
15387,26386,Person
15959,26958,Person
111,11110,Person
7326,18325,Person
731,11730,Person
4482,15481,Person
6337,17336,Person
12936,23935,Person
18183,29182,Person
2069,13068,Person
12887,23886,Person
16274,27273,Person
17085,28084,Person
10093,21092,Person
16895,27894,Person
7196,18195,Person
5669,16668,Person
6036,17035,Person
10399,21398,Person
15286,26285,Person
16083,27082,Person
11308,22307,Person
14421,25420,Person
14837,25836,Person
1739,12738,Person
9825,20824,Person
13532,24531,Person
14920,25919,Person
1060,12059,Person
8238,19237,Person
15587,26586,Person
2503,13502,Person
4932,15931,Person
10021,21020,Person
12780,23779,Person
45,11044,Person
14236,25235,Person
13276,24275,Person
2295,13294,Person
3091,14090,Person
5896,16895,Person
10295,21294,Person
12827,23826,Person
6221,17220,Person
9565,20564,Person
9618,20617,Person
10425,21424,Person
14477,25476,Person
14807,25806,Person
15030,26029,Person
1088,12087,Person
18025,29024,Person
4003,15002,Person
12445,23444,Person
3050,14049,Person
1289,12288,Person
16179,27178,Person
54,11053,Person
4189,15188,Person
12297,23296,Person
14904,25903,Person
4648,15647,Person
658,11657,Person
9336,20335,Person
9367,20366,Person
10591,21590,Person
11776,22775,Person
14654,25653,Person
3205,14204,Person
6888,17887,Person
10058,21057,Person
10682,21681,Person
7929,18928,Person
5816,16815,Person
16127,27126,Person
11190,22189,Person
14488,25487,Person
4306,15305,Person
9673,20672,Person
9809,20808,Person
13863,24862,Person
14599,25598,Person
16715,27714,Person
7888,18887,Person
13936,24935,Person
14285,25284,Person
15653,26652,Person
2915,13914,Person
3778,14777,Person
8492,19491,Person
4593,15592,Person
15984,26983,Person
16032,27031,Person
17290,28289,Person
8920,19919,Person
11614,22613,Person
7406,18405,Person
10687,21686,Person
16224,27223,Person
334,11333,Person
2582,13581,Person
3540,14539,Person
18312,29311,Person
6535,17534,Person
9509,20508,Person
3162,14161,Person
9157,20156,Person
2747,13746,Person
9275,20274,Person
2789,13788,Person
847,11846,Person
5648,16647,Person
15080,26079,Person
9996,20995,Person
11405,22404,Person
11920,22919,Person
15741,26740,Person
2309,13308,Person
1489,12488,Person
4634,15633,Person
17539,28538,Person
17564,28563,Person
7339,18338,Person
12587,23586,Person
106,11105,Person
13914,24913,Person
15461,26460,Person
15576,26575,Person
17794,28793,Person
2606,13605,Person
17137,28136,Person
386,11385,Person
5007,16006,Person
15229,26228,Person
7594,18593,Person
9115,20114,Person
4467,15466,Person
9300,20299,Person
9453,20452,Person
5873,16872,Person
5058,16057,Person
8486,19485,Person
17896,28895,Person
3898,14897,Person
9682,20681,Person
13523,24522,Person
17976,28975,Person
7566,18565,Person
16240,27239,Person
1510,12509,Person
5279,16278,Person
7884,18883,Person
14842,25841,Person
16575,27574,Person
16617,27616,Person
8363,19362,Person
13113,24112,Person
15860,26859,Person
1943,12942,Person
2071,13070,Person
2579,13578,Person
11659,22658,Person
12223,23222,Person
12777,23776,Person
15904,26903,Person
7251,18250,Person
4283,15282,Person
6003,17002,Person
10794,21793,Person
12695,23694,Person
6442,17441,Person
7504,18503,Person
15481,26480,Person
15637,26636,Person
6884,17883,Person
8078,19077,Person
13038,24037,Person
5735,16734,Person
10556,21555,Person
10852,21851,Person
4724,15723,Person
7434,18433,Person
8215,19214,Person
8698,19697,Person
12211,23210,Person
15557,26556,Person
5566,16565,Person
18470,29469,Person
16260,27259,Person
1554,12553,Person
3970,14969,Person
15945,26944,Person
234,11233,Person
16061,27060,Person
2766,13765,Person
3229,14228,Person
18314,29313,Person
10239,21238,Person
11968,22967,Person
6943,17942,Person
13122,24121,Person
16133,27132,Person
6524,17523,Person
10085,21084,Person
13567,24566,Person
7090,18089,Person
8846,19845,Person
741,11740,Person
9778,20777,Person
12698,23697,Person
2039,13038,Person
2713,13712,Person
7657,18656,Person
14200,25199,Person
16451,27450,Person
4657,15656,Person
5,11004,Person
7368,18367,Person
8667,19666,Person
12143,23142,Person
9110,20109,Person
14145,25144,Person
6246,17245,Person
892,11891,Person
1870,12869,Person
14543,25542,Person
13227,24226,Person
13750,24749,Person
11686,22685,Person
17111,28110,Person
17136,28135,Person
739,11738,Person
14024,25023,Person
17673,28672,Person
12620,23619,Person
1916,12915,Person
8118,19117,Person
14277,25276,Person
15703,26702,Person
7557,18556,Person
8889,19888,Person
12048,23047,Person
8318,19317,Person
8881,19880,Person
9864,20863,Person
12475,23474,Person
12722,23721,Person
757,11756,Person
12189,23188,Person
13770,24769,Person
15064,26063,Person
15726,26725,Person
1186,12185,Person
3292,14291,Person
7908,18907,Person
11766,22765,Person
16431,27430,Person
17037,28036,Person
1544,12543,Person
952,11951,Person
4410,15409,Person
13297,24296,Person
11482,22481,Person
3133,14132,Person
6055,17054,Person
7282,18281,Person
9695,20694,Person
15108,26107,Person
16031,27030,Person
1461,12460,Person
11987,22986,Person
651,11650,Person
11187,22186,Person
12851,23850,Person
13407,24406,Person
6810,17809,Person
466,11465,Person
10393,21392,Person
1232,12231,Person
5310,16309,Person
13217,24216,Person
16130,27129,Person
16940,27939,Person
4641,15640,Person
2637,13636,Person
11782,22781,Person
6210,17209,Person
9173,20172,Person
277,11276,Person
3256,14255,Person
4521,15520,Person
6898,17897,Person
11702,22701,Person
12911,23910,Person
716,11715,Person
3657,14656,Person
10656,21655,Person
16062,27061,Person
1755,12754,Person
5206,16205,Person
6418,17417,Person
14964,25963,Person
15054,26053,Person
15304,26303,Person
2668,13667,Person
16884,27883,Person
2996,13995,Person
16718,27717,Person
295,11294,Person
7125,18124,Person
1356,12355,Person
316,11315,Person
1413,12412,Person
7390,18389,Person
12730,23729,Person
1474,12473,Person
10680,21679,Person
2042,13041,Person
1263,12262,Person
8248,19247,Person
8266,19265,Person
1405,12404,Person
2557,13556,Person
3828,14827,Person
9812,20811,Person
8272,19271,Person
2455,13454,Person
6487,17486,Person
8554,19553,Person
17619,28618,Person
3490,14489,Person
3554,14553,Person
11305,22304,Person
10558,21557,Person
10983,21982,Person
16976,27975,Person
10428,21427,Person
9921,20920,Person
11747,22746,Person
1522,12521,Person
2626,13625,Person
4784,15783,Person
9214,20213,Person
11958,22957,Person
13762,24761,Person
12448,23447,Person
17742,28741,Person
1191,12190,Person
10661,21660,Person
11352,22351,Person
2820,13819,Person
15980,26979,Person
16790,27789,Person
5017,16016,Person
9628,20627,Person
13664,24663,Person
3862,14861,Person
8477,19476,Person
12323,23322,Person
1942,12941,Person
12963,23962,Person
17367,28366,Person
17701,28700,Person
765,11764,Person
10887,21886,Person
2737,13736,Person
12369,23368,Person
13993,24992,Person
15525,26524,Person
18227,29226,Person
11908,22907,Person
12429,23428,Person
10459,21458,Person
11313,22312,Person
11394,22393,Person
15887,26886,Person
4842,15841,Person
12174,23173,Person
12861,23860,Person
3700,14699,Person
1991,12990,Person
6661,17660,Person
6684,17683,Person
11830,22829,Person
6330,17329,Person
7428,18427,Person
17866,28865,Person
2574,13573,Person
6702,17701,Person
10129,21128,Person
16100,27099,Person
14799,25798,Person
17214,28213,Person
6579,17578,Person
17695,28694,Person
16593,27592,Person
2722,13721,Person
3655,14654,Person
18206,29205,Person
13377,24376,Person
873,11872,Person
6830,17829,Person
2293,13292,Person
15329,26328,Person
1234,12233,Person
1645,12644,Person
6976,17975,Person
9964,20963,Person
10668,21667,Person
11320,22319,Person
11966,22965,Person
2731,13730,Person
14387,25386,Person
6942,17941,Person
10022,21021,Person
12941,23940,Person
15365,26364,Person
2635,13634,Person
4234,15233,Person
14128,25127,Person
5906,16905,Person
3180,14179,Person
11487,22486,Person
18430,29429,Person
18117,29116,Person
9287,20286,Person
14155,25154,Person
11625,22624,Person
16780,27779,Person
9491,20490,Person
3426,14425,Person
7048,18047,Person
2875,13874,Person
4505,15504,Person
15458,26457,Person
7188,18187,Person
1625,12624,Person
5178,16177,Person
12998,23997,Person
12017,23016,Person
1605,12604,Person
14504,25503,Person
6395,17394,Person
10496,21495,Person
2341,13340,Person
6469,17468,Person
9181,20180,Person
12699,23698,Person
18000,28999,Person
4117,15116,Person
10839,21838,Person
13557,24556,Person
749,11748,Person
13422,24421,Person
8177,19176,Person
8455,19454,Person
3475,14474,Person
14679,25678,Person
8627,19626,Person
10175,21174,Person
12645,23644,Person
3082,14081,Person
10764,21763,Person
17009,28008,Person
7043,18042,Person
10439,21438,Person
2828,13827,Person
9738,20737,Person
11179,22178,Person
7121,18120,Person
7385,18384,Person
10272,21271,Person
5404,16403,Person
7183,18182,Person
10565,21564,Person
5751,16750,Person
14620,25619,Person
15850,26849,Person
31,11030,Person
12104,23103,Person
2483,13482,Person
7893,18892,Person
10145,21144,Person
1988,12987,Person
3460,14459,Person
7830,18829,Person
11710,22709,Person
8960,19959,Person
12655,23654,Person
845,11844,Person
9400,20399,Person
12000,22999,Person
12746,23745,Person
14674,25673,Person
3026,14025,Person
12478,23477,Person
15801,26800,Person
16691,27690,Person
9385,20384,Person
9393,20392,Person
3511,14510,Person
10756,21755,Person
1006,12005,Person
9077,20076,Person
18105,29104,Person
14265,25264,Person
9405,20404,Person
13472,24471,Person
2032,13031,Person
5923,16922,Person
8539,19538,Person
14412,25411,Person
6844,17843,Person
13923,24922,Person
7349,18348,Person
15507,26506,Person
1229,12228,Person
12772,23771,Person
17527,28526,Person
10220,21219,Person
16599,27598,Person
9532,20531,Person
10623,21622,Person
12359,23358,Person
16547,27546,Person
17811,28810,Person
12952,23951,Person
8102,19101,Person
17716,28715,Person
2200,13199,Person
4764,15763,Person
2265,13264,Person
2168,13167,Person
11192,22191,Person
4715,15714,Person
6793,17792,Person
11559,22558,Person
6733,17732,Person
9421,20420,Person
15927,26926,Person
2251,13250,Person
2905,13904,Person
4776,15775,Person
11469,22468,Person
6598,17597,Person
8111,19110,Person
9699,20698,Person
17029,28028,Person
9895,20894,Person
14628,25627,Person
318,11317,Person
14293,25292,Person
15125,26124,Person
1483,12482,Person
1106,12105,Person
10400,21399,Person
17052,28051,Person
16156,27155,Person
8625,19624,Person
12311,23310,Person
4894,15893,Person
5676,16675,Person
24,11023,Person
2163,13162,Person
5757,16756,Person
8819,19818,Person
11241,22240,Person
17064,28063,Person
18048,29047,Person
1619,12618,Person
1722,12721,Person
16896,27895,Person
6048,17047,Person
10227,21226,Person
7299,18298,Person
1439,12438,Person
18259,29258,Person
5823,16822,Person
462,11461,Person
14203,25202,Person
2844,13843,Person
5043,16042,Person
17377,28376,Person
13251,24250,Person
10501,21500,Person
6720,17719,Person
11532,22531,Person
17715,28714,Person
3340,14339,Person
8002,19001,Person
8811,19810,Person
3834,14833,Person
6639,17638,Person
6335,17334,Person
10714,21713,Person
17655,28654,Person
17767,28766,Person
61,11060,Person
10804,21803,Person
11548,22547,Person
17839,28838,Person
8194,19193,Person
17440,28439,Person
11205,22204,Person
14820,25819,Person
3379,14378,Person
3468,14467,Person
7217,18216,Person
18216,29215,Person
14532,25531,Person
3649,14648,Person
11073,22072,Person
12636,23635,Person
16849,27848,Person
5526,16525,Person
7843,18842,Person
10326,21325,Person
8646,19645,Person
18051,29050,Person
3709,14708,Person
17572,28571,Person
10193,21192,Person
136,11135,Person
11067,22066,Person
15728,26727,Person
6548,17547,Person
6609,17608,Person
15647,26646,Person
8427,19426,Person
17513,28512,Person
5518,16517,Person
782,11781,Person
14439,25438,Person
17072,28071,Person
413,11412,Person
15413,26412,Person
18456,29455,Person
5836,16835,Person
11756,22755,Person
13818,24817,Person
2779,13778,Person
18442,29441,Person
113,11112,Person
13910,24909,Person
16361,27360,Person
5951,16950,Person
8856,19855,Person
14391,25390,Person
15877,26876,Person
9234,20233,Person
7975,18974,Person
12256,23255,Person
587,11586,Person
6780,17779,Person
11870,22869,Person
10672,21671,Person
1798,12797,Person
6175,17174,Person
10165,21164,Person
1129,12128,Person
7528,18527,Person
9484,20483,Person
16662,27661,Person
256,11255,Person
2979,13978,Person
6043,17042,Person
7312,18311,Person
1333,12332,Person
13078,24077,Person
18085,29084,Person
6397,17396,Person
14015,25014,Person
14043,25042,Person
415,11414,Person
9908,20907,Person
5964,16963,Person
9025,20024,Person
13067,24066,Person
4510,15509,Person
17093,28092,Person
8254,19253,Person
9896,20895,Person
14698,25697,Person
18401,29400,Person
13382,24381,Person
5795,16794,Person
5948,16947,Person
8413,19412,Person
11972,22971,Person
15257,26256,Person
16835,27834,Person
7485,18484,Person
11408,22407,Person
14109,25108,Person
2445,13444,Person
12272,23271,Person
2741,13740,Person
7519,18518,Person
1929,12928,Person
5667,16666,Person
4353,15352,Person
2656,13655,Person
6040,17039,Person
7966,18965,Person
12801,23800,Person
4710,15709,Person
6982,17981,Person
9524,20523,Person
11087,22086,Person
2011,13010,Person
10873,21872,Person
15670,26669,Person
1786,12785,Person
14008,25007,Person
5197,16196,Person
2192,13191,Person
6625,17624,Person
12397,23396,Person
1833,12832,Person
16928,27927,Person
3448,14447,Person
3577,14576,Person
3909,14908,Person
8415,19414,Person
10247,21246,Person
17597,28596,Person
6748,17747,Person
9044,20043,Person
12431,23430,Person
1417,12416,Person
8110,19109,Person
999,11998,Person
8569,19568,Person
3914,14913,Person
12832,23831,Person
14362,25361,Person
15610,26609,Person
12612,23611,Person
722,11721,Person
11552,22551,Person
14469,25468,Person
77,11076,Person
4208,15207,Person
16879,27878,Person
287,11286,Person
6879,17878,Person
14722,25721,Person
2944,13943,Person
6871,17870,Person
10302,21301,Person
14853,25852,Person
5045,16044,Person
3275,14274,Person
4174,15173,Person
7577,18576,Person
8726,19725,Person
10951,21950,Person
9767,20766,Person
11880,22879,Person
5128,16127,Person
5978,16977,Person
1828,12827,Person
13006,24005,Person
1902,12901,Person
5099,16098,Person
11348,22347,Person
13267,24266,Person
18120,29119,Person
5777,16776,Person
12290,23289,Person
14872,25871,Person
3985,14984,Person
925,11924,Person
3506,14505,Person
6365,17364,Person
251,11250,Person
5586,16585,Person
3072,14071,Person
6254,17253,Person
14006,25005,Person
14625,25624,Person
15044,26043,Person
15617,26616,Person
751,11750,Person
6279,17278,Person
4203,15202,Person
16688,27687,Person
